id	title	device_name	similar_devices	about	network	company	locations	consumer_release	compatibility	price	connectivity	primary_applications	image_name	potential_workplace_benefits	power_source	componentry
137	Optalert Fatigue Management Glasses	Fatigue Management Glasses	"Eyetap HDR Cybernetic Welding Helmet,Air Scouter,HC1 HeadSet Computer,Vuzix M2000AR ,Vuzix M100 Smart Glasses"	          The Optalert is a wearable fatigue management system that detects the physiological warning signs of early onset drowsiness. A tiny LED is built into the lightweight frame of this wearable device and it measures the velocity of the user's eyelid 500 times a second. From this measurement the level of user fatigue can be derived. The Optalert glasses come in a range of different designs and lenses to suit the user's needs.	"http://optalert.com/the-products/components/,https://www.facebook.com/Optalert/,https://twitter.com/OPTALERT,http://www.youtube.com/optalert"	Optalert	Head	Available Now	Undisclosed	No Announcement Yet	Undisclosed	"Lifestyle,Industrial"	Optalert%20Fatigue%20Management%20Glasses.jpg?itok=fUSVio57	Productivity	Undisclosed	Undisclosed
138	Optinvent Ora-S	Ora-S	"Atheer One,Vuzix M100 Smart Glasses,Google Glass,Skully Helmets,Recon Instruments Jet"	          The Ora-S takes a different approach to digital eyewear. The technology is designed to be similar in appearance to a regular pair of sunglasses. The main feature that distinguishes this wearable device from competitors is it's ability to pivot the display to act as a heads up display (HUD) or augmented reality (AR) display. The built in display is a 4:3 aspect ratio display with a 24° diagonal field of view (FOV) and a 33 pixels/degree resolution.	"http://optinvent.com/see-through-glasses-ORA,https://twitter.com/Optinvent,http://www.youtube.com/user/Optinvent"	Optinvent	Head	May-14	"Android,Blackberry,iOS,Windows Mobile"	$949.00 USD	"Bluetooth,USB,WiFi,Miracast"	"Entertainment,Lifestyle"	Optinvent%20Ora-S.jpg?itok=QVe_Egr5	Communication	Rechargeable Battery	"GPS,Photo Camera,Video Camera,Accelerometer,Gyroscope,Magnetometer,Ambient Light Sensor,Microphone,Audio Speaker,Audio Jack"
139	OrCam	OrCam	"Buhel Helmet Communication System,Atheer One,SMI Eye Tracking Glasses,META Pro,META Developer Edition"	"          The OrCam is a visual assistance wearable device that reads and recognizes objects, faces, and places all in real time. The user interacts with the OrCam by pointing at what they would like the OrCam to read or recognize. The on-board image-processing algorithms and machine learning allow the OrCam to be taught to recognize new objects, faces, and places. The camera and speaker assembly can be mounted on most glasses frames."	"http://www.orcam.com/,https://www.facebook.com/orcamtech,http://www.youtube.com/user/OrcamTechnologies,https://twitter.com/OrCam"	OrCam	Head	Est. Q4 2014	Undisclosed	"$2,500.00 USD"	Undisclosed	Lifestyle	ORCAM.png?itok=Iu-Yay7_	Training	Rechargeable Battery	"Video Camera,Bone Conduction Speaker,Audio Jack,Button Interface,Gesture Interface"
140	Owlet Baby Monitor	Baby Monitor	"Amiigo Fitness Band,3L Labs Footlogger,Lechal Shoe,Geopalz iBitz,Catapult OptimEye S5"	"          The Owlet Baby Monitor is designed for babies to detect heart rate, oxygen levels, skin temperature and sleep quality. The wearable device is worn on the ankle of the baby with comfortable straps. It is also wireless and compatible with smart phones allowing the user to view vital information conveniently. The App for this technological device has a tracking algorithm that creates a nice graph of the baby's health data."	"http://owletcare.com/,https://twitter.com/owletbabycare,https://www.facebook.com/OwletBabyMonitors,http://www.pinterest.com/owletcare/"	Owlet	Feet	Summer 2014	iOS	$250.00 USD	Bluetooth	"Medical,Lifestyle"	Owlet1_0.png?itok=psuxzu46	Health	Rechargeable Battery	"Heart Rate Monitor,Oximeter"
141	Pebble Smartwatch	Pebble	"Pebble Steel Smartwatch,Agent Smartwatch,ZTE BlueWatch,Sonostar SmartWatch,Adidas Smart Run"	          The pebble watch is an e-ink display smartwatch which first garnered its success from its famous crowdfunding campaign. It features an always-on e-ink display and a host of native applications. This hi-tech wearable device is waterproof and the battery lasts 5-7 days between charges.	"https://getpebble.com/,https://www.facebook.com/getpebble,https://twitter.com/Pebble,http://www.youtube.com/channel/UC-WfB47Zgx2Q9LvS5us0Cwg,https://plus.google.com/u/0/103829697458030824710/posts"	Pebble	Wrist	Available Now	"Android,iOS,Windows Mobile,OSX,Windows"	$150.00 USD	"Bluetooth,WiFi"	Lifestyle	Allerta%20Pebble_0.jpg?itok=vb2LntuO	Productivity	Rechargeable Battery	"E-Paper Display,Accelerometer,Magnetometer,Backlight,Clock,Vibrator,Button Interface"
142	Pebble Steel Smartwatch	Pebble Steel	"Pebble Smartwatch,ZTE BlueWatch,Sonostar SmartWatch,Agent Smartwatch,FashionTEQ Zazzi"	"          The Pebble Steel Smartwatch is a wearable device that gives immediate access to principal smartphones' features. The Pebble Steel is a business-like stylish watch that sends notifications of important emails and texts, allowing the user to access instant messages in a discrete manner. This wearable technology is water resistant and it works with all Pebble's applications such as fitness, music, alarms etc. The data can be synchronized to smartphones via the Pebble app found in the Apple Store and Google Play."	"https://getpebble.com/steel,https://plus.google.com/communities/107514911291112922264,https://www.facebook.com/getpebble,https://twitter.com/pebble,http://www.youtube.com/channel/UC-WfB47Zgx2Q9LvS5us0Cwg"	Pebble	Wrist	Available Now	"iOS,Android"	$249.00 USD	Undisclosed	Lifestyle	Pebble%20Steel%20Smartwatch.png?itok=2KR_4uQT	Communication	Rechargeable Battery	"E-Paper Display,Button Interface,Clock,Accelerometer,Magnetometer,Backlight"
143	Peregrine	Peregrine	"BEARTek Bluetooth Gloves,SensoGlove,I-limb Ultra,Fujitsu Glove-Style Wearable Device,Oculus Rift"	"          The Peregrine is a hi-tech glove designed for gamers that works as a controller thanks to sensors located on the tip of the fingers The hi-tech wearable device includes 18 touch points and 3 activator pads that allow for over 30 programmable actions. By touching finger tips with the thumb, the users can control their game in a quicker and easier manner. Peregrine connects to a computer using a USB cable attached to a removable magnetic break-away pod. Furthermore, the glove has additional features such as ventilation spots and is washable."	"http://www.theperegrine.com/,http://www.facebook.com/ThePEREGRINEGamingGlove,http://twitter.com/ThePeregrine"	The Summit	Hand	Available Now	"Windows,OSX,Linux"	$149.95 USD	USB	"Gaming,Entertainment"	Peregrine.png?itok=kF6hUG8-	Productivity	Rechargeable Battery	Touch Interface
144	PFO Safety Bracelet	Safety Bracelet	"HereO,KMS Wristband,Zypad WL1500,Filip Smartwatch,Trax GPS Tracker"	          The PFO bracelet is a wearable device designed to enhance personal security. It is a GPS bracelet that uses GSM cellular networks to transmit emergency location data when an alarm is triggered by the wearer. This transmission is received by authorized people nearby. The technology can be configured wirelessly or by the wearer. The battery lasts 4-6 days in standby mode and 4-6 hours in alarm mode and is charged via a micro-usb port.	"http://www.pfotechnologies.com/gps-bracelet/,https://www.facebook.com/ProtectiveFashionObject"	PFO	Wrist	No Announcement Yet	Undisclosed	No Announcement Yet	Cellular Network	Lifestyle	PFO%20Safety%20Bracelet_0.png?itok=ncz7mFg4	Security	Rechargeable Battery	GPS
145	Phyode W/Me	W/Me	"Hexoskin,HXM Smart,Preventice BodyGuardian,Bioharness 3,Imec EEG Headset"	"          The Phyode W/Me is a heart rate monitor that uses heart rate variability to determine respiration, emotion, and autonomic nervous system state. The wearable device pairs with a mobile application that can be used to assist with tracking data and also provides breathing exercises."	"http://www.phyode.com/,https://twitter.com/phyode,http://www.facebook.com/#!/pages/Phyode/148682118637147,https://plus.google.com/u/0/#104897955038504398432/posts"	Phyode	Wrist	Available Now	"iOS,Android"	$189.99 USD	"Bluetooth,USB"	Medical	withme_both_img.png?itok=KV7iq-8_	Health	Rechargeable Battery	"LED Display,Heart Rate Monitor,Respiratory Monitor,Button Interface,Clock,ECG Sensor"
146	Polar Loop	Loop	"Nike FuelBand SE,FitBit Flex,Epson Pulsense Wristband,Jaybird Reign,Epson Pulsense Watch"	"          The Polar Loop is an activity monitor that provides 24/7 activity tracking as well as sleep monitoring. The Loop guides the user throughout the day showing your activity levels, level of intensity, and provides the user with useful information about their level of activity. This wearable device also calculates calories burned, sleep duration and quality, as well as inactivity. The onboard memory can hold up to 12 days of activity. The wearable device is waterproof and the battery lasts 5 days per charge."	"http://www.polarloop.com/,http://www.facebook.com/PolarGlobal,http://www.youtube.com/Polar,https://twitter.com/polarglobal"	Polar	Wrist	Available Now	"OSX,Windows,iOS"	$99.00 USD	"USB,Bluetooth"	"Fitness,Lifestyle"	Polar%20Loop.png?itok=SR1K7OSh	Health	Rechargeable Battery	"Clock,LED Display,Accelerometer,Button Interface"
147	Polar RCX5	RCX5	"Garmin Approach S3,Garmin Forerunner GPS Heart Rate Watch,Epson Pulsense Watch,Adidas Smart Run,MOV Band"	"The Polar RCX5 is a wearable sports smart watch that works as a fitness computer. This technological device creates actionable data by measuring heart-rate and training intensity, and identifies the capacity at which the user is exercising to maximize performance. Guidelines and tips for training optimization can also be found on polarpersonaltrainer.com. More data can be added to the fitness program when RCX5 is coupled to a stride sensor places in the shoes, which measures the speed and pace as well as the average length of footfalls."	"http://www.polar.com/rcx5/,https://www.facebook.com/PolarGlobal,https://twitter.com/polarglobal,http://www.youtube.com/Polar"	Polar	Wrist	Available Now	"OSX,Windows"	£329.50 GBP	Undisclosed	Fitness	Polar%20RCX5.png?itok=YM2k_Ide	Health	Disposable Battery	"LCD Display,Button Interface,Clock"
148	PortiCool 2 System	PortiCool 2 System	"T.Ware T.Jacket,Duo Fertility ,OMsignal,Nuubo nECG Minder,Xybermind Achillex"	"         PortiCool 2 System is a shirt that provides cooling and it is designed to provide comfort to athletes, firefighters, surgeons and pilots. The system help keep users cool while they are evolving within heated environments. PortiCool 2 System can also help prevent heat-related illness and deaths in extreme temperatures. With this new technology, surgeons and pilots for example can now work in a more comfortable manner and accomplish their task more effectively. The wearable device uses a portable CO2 tank that provides one hour of cooling to the user."	"http://www.coolshirt.com/,http://www.facebook.com/coolshirt.net,http://www.youtube.com/shaferent,http://twitter.com/#!/coolshirt"	Cool Shirt Systems	Torso	Available Now	Undisclosed	$799.00 USD	Undisclosed	"Medical,Fitness,Industrial"	Porticool%202.png?itok=cnKAW-4Z	Health	Undisclosed	"CO2 Canister,Undisclosed"
149	Preventice BodyGuardian	BodyGuardian	"Hexoskin,Bioharness 3,OMsignal,Nuubo nECG Minder,Rest Devices Mimo"	"          The BodyGuardian is a wearable body sensor that is capable of recording biometric data for clinical use. This data includes: ECG, respiration rate, activity level and body position. The technological device is designed to adhere to the body without impairing user mobility. All data is delivered securely to the cloud-based Preventice Care Platform which can be viewed by the user's doctors."	"http://www.preventice.com/products/bodyguardian/,https://www.facebook.com/PreventiceMobileHealth,http://www.youtube.com/user/PreventiceMHealth,http://twitter.com/preventice"	Preventice	Torso	Undisclosed	"iOS,Windows,Linux,OSX"	No Announcement Yet	Undisclosed	Medical	Preventice%20BodyGuardian_0.jpg?itok=HALQsmn2	Health	Undisclosed	"ECG Sensor,Respiratory Monitor"
150	Proteus Helius	Helius	"LUMO Back,Geopalz iBitz,iHealth Activity And Sleep Tracker,Game Golf,Theatro "	"          The Helius includes a wearable and ingestible sensor that works together to gather information about medication digestion, activity levels and rest patterns. The ingestible sensor is made entirely of ingredients found in food and the user takes it alongside their medication. This technological device uses stomach fluid as a power source to transmit the information to the wearable patch that captures all the information. The wearable patch also detects heart rate, activity and sends the information to the mobile device."	http://www.proteusdigitalhealth.com/technology/digital-health-feedback-system/	Proteus	Waist	Available Now	"iOS,Android"	No Announcement Yet	"Bluetooth,Proprietary"	Medical	helius-pill-infoniac.jpg?itok=xR3hlOc4	Health	Undisclosed	Undisclosed
151	PUSH Fitness Tracker	Push	"Sqord PowerPod,Agent Smartwatch,I%u2019m S.p.A I%u2019m Watch,NZN Lit,Jawbone Up"	"          The PUSH Fitness Tracker is a smart wristband designed to provide complete and scientifically-validated data used to optimize fitness training. This water-resistant wearable device tracks metrics such as balance, speed, volume load, reps and sets, and converts them into actionable data via a smartphone app. The PUSH app allows the user to choose a workout, analyze exercise efforts, review performances and share them on social media."	"https://www.pushstrength.com,https://www.facebook.com/PUSH.StrengthInNumbers,https://twitter.com/PUSHstrength"	PUSH Design Solutions Inc.	Wrist	Est. Summer 2014	"Android,iOS,Blackberry"	$149.00 USD	Bluetooth	Fitness	Push%20Fitness%20Tracker.png?itok=pFGtY7qv	Health	Rechargeable Battery	"Accelerometer,Gyroscope"
